browser,c_color,code_ver,connection_type,country,first_hit_ref_type,geo_city,geo_country,geo_dma,geo_region,geo_zip,hit_source,javascript,language,last_purchase_num,mobile_id,os,page_event,post_cookies,post_pagename,post_Category_ev1_,post_Page_Type_ev3_,post_Finding_method__ev61_,post_LockIn_User_State_ev99_,post_page_event,post_visid_type,ref_type,resolution,search_page_num,va_closer_id,va_finder_id,visit_ref_type_
Mozilla Firefox 67,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Typed/Bookmarked,gurgaon,ind,356001,hr,122001**,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Search :Mobiles & Accessories,MobileProtection,Search Page,Direct,NON_LOGGED_IN,0,5,6,185,0,9,6,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,calcutta,ind,356003,wb,700022****,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,CLP,CarAndBikeBreakdownEquipment****,FLIPKART:CLP,post_Finding method (ev61)_NA,NON_LOGGED_IN,0,5,6,185,0,16,16,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,mumbai,ind,356002,mh,416218****,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,HomePage,HomePage,FLIPKART:HomePage,Direct,ACTIVE,0,5,2,70,0,9,9,6
Google Chrome 73,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,calcutta,ind,356003,wb,700022****,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,HealthCareAppliance****,Grooming,FLIPKART:Product Page,Direct,NON_LOGGED_IN,0,5,6,70,0,2,9,6
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Typed/Bookmarked,pune,ind,356005,mh,411033,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Checkout,Checkout:Summary,Checkout,Search,ACTIVE,0,5,6,185,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,pune,ind,356005,mh,411033,1,1.6,language_NA,0,0,Windows 7,0,Y,Checkout,Checkout:Address**,Checkout,CLP,ACTIVE,0,5,6,185,0,16,16,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,geo_city_NA,hkg,0,no region**,geo_zip_NA,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,Store :Mobiles & Accessories,Sport**,Store Browse,Direct,ACTIVATE_ELIGIBLE,0,5,3,186,1,16,16,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,hyderabad,ind,356006,tg,500025,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,HomePage,HomePage,FLIPKART:HomePage,post_Finding method (ev61)_NA,ACTIVE,0,5,3,185,1,16,16,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,calcutta,ind,356003,wb,700022****,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,HealthCareAppliance****,Grooming,FLIPKART:Product Page,Direct,NON_LOGGED_IN,0,5,6,185,0,2,16,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,delhi,ind,356001,dl,110001**,1,1.6,b'English (United States)',1,0,Windows 7,0,Y,MenFW,MenFW,FLIPKART:Product Page,Direct,INACTIVE,0,5,6,123,0,6,6,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,mumbai,ind,356002,mh,400002,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,CLP,CarAndBikeBreakdownEquipment****,FLIPKART:CLP,Recently Viewed,NON_LOGGED_IN,0,5,6,70,0,12,12,6
Mozilla Firefox (unknown version)**,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,mangalagiri****,ind,356010,up,28001****,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Mobile**,Mobile,FLIPKART:Product Page,Search,NON_LOGGED_IN,0,5,6,388,0,16,16,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,United Arab Emirates,Other Web Sites,ealing****,are,0,geo_region_NA,geo_zip_NA,1,1.6,b'English (United States)',1,0,Windows 7,0,Y,Cart****,View Cart,Cart,AS_QueryStore_HistoryAutoSuggest_0_0**,INACTIVE,0,5,6,184,0,16,12,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,patna,ind,356011,br,800001,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,MensClothingBottomWear,MensClothingBottomWear,FLIPKART:Product Page,Direct,NON_LOGGED_IN,0,5,6,185,0,16,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Typed/Bookmarked,mumbai,ind,356002,mh,416218****,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,Mobile**,Mobile,FLIPKART:Product Page,Menu,INACTIVE,0,5,6,186,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,chennai,ind,356007,tn,600010****,1,1.6,b'English (United States)',12,0,Windows 7,0,Y,My Addresses**,My Addresses**,My Addresses,Search,INACTIVE,0,5,6,10,0,2,16,6
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,India,Other Web Sites,chandanagar****,ind,0,geo_region_NA,160043****,1,1.6,b'English (United States)',6,0,Windows 7,0,Y,ArtificialJewellery****,ArtificialJewellery,FLIPKART:Product Page,AS_QueryStore_HistoryAutoSuggest_0_0**,INACTIVE,0,5,6,70,0,2,16,6
Google Chrome 70,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,paris,fra,250075,idf,75001,1,1.6,b'English (United Kingdom)',0,0,Linux,0,Y,Gourmet****,Gourmet****,FLIPKART:Product Page,Search,NON_LOGGED_IN,0,5,6,215,0,2,2,6
Mozilla Firefox 67,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Other Web Sites,hyderabad,ind,356006,tg,500025,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Search :Mobiles & Accessories,Mobile,Search Page,AS_QueryStore_HistoryAutoSuggest_0_0**,NON_LOGGED_IN,0,5,6,48,0,12,12,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,bangalore,ind,356004,ka,570004****,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,HomePage,HomePage,FLIPKART:Product Page,Direct,NON_LOGGED_IN,0,5,6,185,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,bangalore,ind,356004,ka,570004****,1,1.6,b'English (United States)',0,0,Linux,0,Y,Mobile**,Mobile,FLIPKART:Product Page,Direct,NON_LOGGED_IN,0,5,6,215,0,2,2,6
Google Chrome 73,24,JS-1.5.1,Mobile Carrier,India,Typed/Bookmarked,venkata nagar**,ind,0,geo_region_NA,632007****,1,1.6,b'English (United States)',1,0,Windows 10,0,Y,Checkout,Checkout:Address**,Checkout,Wishlist**,ACTIVE,0,5,6,186,0,18,9,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Other Web Sites,howrah****,ind,356003,wb,752115****,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,HomePage,HomePage,Homepage,post_Finding method (ev61)_NA,NON_LOGGED_IN,0,5,3,185,1,9,9,3
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,India,Other Web Sites,chandanagar****,ind,356003,wb,742160****,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Mobile**,Mobile,FLIPKART:Product Page,Direct,NON_LOGGED_IN,0,5,3,185,1,16,12,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,gurgaon,ind,356001,hr,122001**,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,ComputerAccessory****,Mobile,Compare,Search,INACTIVE,0,5,6,185,0,2,5,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,indore,ind,0,mp,46200****,1,1.6,b'English (United States)',1,0,Windows 7,0,Y,MensClothingTopWear,MensClothingTopWear,FLIPKART:Product Page,Menu,INACTIVE,0,5,6,71,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Typed/Bookmarked,chakpanchuria,ind,356003,wb,700059,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,ViewAllPage**,ViewAllPage**,FLIPKART:OffersList,Direct,NON_LOGGED_IN,0,5,6,70,0,16,12,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,ahmedabad****,ind,356010,up,302001****,1,1.6,b'English (United States)',0,0,Windows 8.1,0,Y,Wearable**,Wearable**,FLIPKART:Product Page,CLP,NON_LOGGED_IN,0,5,6,186,0,2,16,6
Mozilla Firefox (unknown version)**,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Typed/Bookmarked,slough,gbr,826044,slg,sl1 0sa,1,1.8.5,b'English (United States)',0,0,Windows 8.1,0,Y,View All Sellers ,Watch,View All Sellers,post_Finding method (ev61)_NA,NON_LOGGED_IN,0,5,6,186,0,2,2,6
Safari**,24,JS-1.5.1,LAN/Wifi,Germany,Typed/Bookmarked,howrah****,deu,276005,geo_region_NA,ec2v 5aa****,1,1.6,b'English (United States)',0,0,OS X 10.12,0,Y,Mobile**,Mobile,FLIPKART:Product Page,Direct,NON_LOGGED_IN,0,5,6,4,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,deorali****,ind,356003,wb,742160****,1,1.6,b'English (United States)',1,0,Windows 10,0,Y,Mobile**,Mobile,FLIPKART:Product Page,Direct,INACTIVE,0,5,1,186,0,9,2,1
Google Chrome 73,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,chandanagar****,ind,356003,wb,742160****,1,1.6,b'English (United States)',11,0,Windows 10,0,Y,Television:JVC 109cm **,Television,FLIPKART:Product Page,AS_QueryStore_HistoryAutoSuggest_0_0**,ACTIVATE_ELIGIBLE,0,5,6,185,0,2,9,6
Mozilla Firefox 67,24,JS-1.5.1,Mobile Carrier,India,Typed/Bookmarked,bangalore,ind,356004,ka,570004****,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,HomePage,HomePage,FLIPKART:HomePage,Direct,INACTIVE,0,5,6,185,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,noida****,ind,356001,up,203001****,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,Mobile**,Mobile,FLIPKART:Product Page,Recommendation,ACTIVE,0,5,6,185,0,5,2,2
Mozilla Firefox (unknown version)**,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Typed/Bookmarked,los angeles****,gbr,826044,lnd**,ec2v 5aa****,1,1.8.5,b'English (United States)',0,0,OS X 10.12,0,Y,View All Sellers ,Book,View All Sellers,post_Finding method (ev61)_NA,NON_LOGGED_IN,0,5,6,186,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Other Web Sites,bangalore,ind,356004,ka,570004****,1,1.6,b'English (United States)',1,0,Windows 8.1,0,Y,Laptops:AGB Tiara Core i7 7th Gen - ****,Laptops,FLIPKART:Product Page,Direct,INACTIVE,0,5,6,185,0,2,16,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,delhi,ind,356001,dl,110019,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Search :Audio & Video**,PersonalAudio,Search Page,Browse,NON_LOGGED_IN,0,5,6,185,0,16,16,6
Microsoft Edge 12**,24,JS-1.5.1,Mobile Carrier,India,Typed/Bookmarked,deorali****,ind,356007,tn,632007****,1,1.6,language_NA,0,0,Windows 10,0,Y,Television:JVC 109cm **,Television,FLIPKART:Product Page,Menu,INACTIVE,0,5,1,70,0,2,2,6
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,IP Address Only,Other Web Sites,deorali****,tza,0,geo_region_NA,143002****,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Toy**,Toy,FLIPKART:Product Page,Search,INACTIVE,0,5,6,185,0,2,16,6
Mozilla Firefox 67,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,mumbai,ind,356002,mh,400002,1,1.6,b'English (United States)',1,0,Windows 7,0,Y,Television:JVC 109cm **,Television,FLIPKART:Product Page,CLP,NON_LOGGED_IN,0,3,6,48,0,2,2,6
Google Chrome 70,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,paris,fra,250075,idf,75001,1,1.6,b'English (United Kingdom)',0,0,Linux,0,Y,Gourmet****,GameCDDVD****,GROCERY:Product Page,Direct,NON_LOGGED_IN,0,5,6,215,0,2,2,6
Google Chrome 73,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,bawshar****,ind,356003,wb,742160****,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,Mobile**,Mobile,FLIPKART:Product Page,Direct,INACTIVE,0,5,1,0,0,9,9,1
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,chennai,ind,356007,tn,600010****,1,1.6,b'English (United States)',1,0,Windows 7,0,Y,PersonalAudio**,PersonalAudio,FLIPKART:Product Page,Direct,ACTIVE,0,5,1,186,0,2,16,6
Google Chrome 70,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,amsterdam,nld,0,nh,1011 aa,1,1.6,b'English (United Kingdom)',0,0,Linux,0,Y,ArtificialJewellery****,ArtificialJewellery,FLIPKART:Product Page,Search,NON_LOGGED_IN,0,5,6,215,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,mumbai,ind,356002,mh,416218****,1,1.6,b'English (United Kingdom)',0,0,Linux,0,Y,Search :Mobiles & Accessories,Mobile,Search Page,Direct,NON_LOGGED_IN,0,5,6,70,0,5,5,2
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,bangalore,ind,356004,ka,570004****,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,Mobile**,Mobile,FLIPKART:Product Page,HP Banner,ACTIVE,0,5,6,185,0,2,16,6
Google Chrome 74,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Other Web Sites,hyderabad,ind,356006,tg,500025,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,Premium**,Premium**,FLIPKART:Product Page,Direct,NON_LOGGED_IN,0,5,3,185,1,16,16,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Typed/Bookmarked,delhi,ind,356001,dl,110001**,1,1.6,language_NA,1,0,Windows 10,0,Y,Store :Mobiles & Accessories,Mobile,Store Browse,Announcement**,INACTIVE,0,5,6,185,0,2,9,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,bangalore,ind,356004,ka,570004****,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,HomePage,HomePage,FLIPKART:HomePage,Search,NON_LOGGED_IN,0,5,3,186,1,12,12,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,noida****,ind,356001,up,203001****,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,Track Order**,Track Order**,Track Order,Search,ACTIVE,0,5,2,185,0,5,2,2
Safari**,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,geo_city_NA,ind,356001,rj,360004****,1,1.6,b'English (United States)',0,0,OS X 10.14,0,Y,HomePage,HomePage,FLIPKART:HomePage,Direct,NON_LOGGED_IN,0,5,6,388,0,2,16,6
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,India,Typed/Bookmarked,mumbai,ind,356002,mh,400002,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Search :Audio & Video**,Premium**,Search Page,Direct,NON_LOGGED_IN,0,5,6,185,0,12,6,3
Mozilla Firefox (unknown version)**,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,gurgaon,ind,356001,hr,122001**,1,1.6,b'English (United Kingdom)',0,0,Windows 7,0,Y,ExerciseAndFitness****,ExerciseAndFitness****,FLIPKART:Product Page,Recommendation,NON_LOGGED_IN,0,5,6,185,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Nepal,Typed/Bookmarked,kharagpur****,npl,0,geo_region_NA,46200****,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Read Review**,MenFW,Read Review,Recommendation,INACTIVE,0,5,6,185,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,bangalore,ind,356004,ka,560076,1,1.6,b'English (United States)',0,0,Linux,0,Y,HomeDecor,HomeDecor,FLIPKART:Product Page,CLP,NON_LOGGED_IN,0,5,6,215,0,2,2,6
Google Chrome 73,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,bangalore,ind,356004,ka,570004****,1,1.6,b'English (United Kingdom)',1,0,Windows 7,0,Y,Search :Audio & Video**,MenFashionAccessory,Search Page,Search,NON_LOGGED_IN,0,5,6,388,0,12,9,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,gurgaon,ind,356001,hr,122001**,1,1.6,b'English (United States)',2,0,Windows 7,0,Y,Search :Audio & Video**,MenFashionAccessory,Search Page,Browse,INACTIVE,0,5,6,185,0,16,12,3
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Inside Your Site,lucknow,ind,356010,up,226016**,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,HomePage,HomePage,FLIPKART:HomePage,Direct,INACTIVE,0,5,3,185,1,12,3,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,singapore****,ind,0,geo_region_NA,800020****,1,1.6,b'English (United States)',1,0,Windows 7,0,Y,HomePage,HomePage,FLIPKART:Product Page,Recommendation,INACTIVE,0,5,6,6,0,16,16,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,gandhidham****,ind,356008,gj,394633****,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,Store :Mobiles & Accessories,Mobile,Store Browse,Search,NON_LOGGED_IN,0,5,6,185,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,gandhidham****,ind,356003,wb,742160****,1,1.6,b'English (United States)',1,0,Windows 10,0,Y,HomePage,HomePage,FLIPKART:HomePage,Direct,ACTIVE,0,5,1,70,0,9,9,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Other Web Sites,hyderabad,ind,356006,tg,500025,1,1.6,b'English (United States)',0,0,Windows 8.1,0,Y,CLP,CarAndBikeBreakdownEquipment****,FLIPKART:CLP,post_Finding method (ev61)_NA,NON_LOGGED_IN,0,5,6,185,0,12,12,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Typed/Bookmarked,hyderabad,ind,356006,tg,500025,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,HomePage,HomePage,FLIPKART:HomePage,Direct,NON_LOGGED_IN,0,5,1,218,0,16,6,1
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Typed/Bookmarked,pune,ind,356005,mh,411033,1,1.6,b'English (United States)',1,0,Windows 10,0,Y,Book,Book,FLIPKART:Product Page,Search,INACTIVE,0,5,6,185,0,9,9,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,mumbai,ind,356002,mh,400002,1,1.6,b'English (United States)',3,0,Windows 10,0,Y,Search ,Mobile,Search Page,Search,INACTIVE,0,5,1,185,0,2,16,6
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,India,Other Web Sites,geo_city_NA,ind,356003,wb,752115****,1,1.6,b'English (United States)',0,0,Windows 8,0,Y,HomePage,HomePage,FLIPKART:HomePage,AS_QueryStore_HistoryAutoSuggest_0_0**,NON_LOGGED_IN,0,5,6,185,0,16,9,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,calcutta,ind,356003,wb,700022****,1,1.6,b'English (United States)',1,0,Windows 8.1,0,Y,PersonalAudio**,PersonalAudio,FLIPKART:Product Page,Recommendation,INACTIVE,0,5,6,185,0,12,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Typed/Bookmarked,mangalagiri****,ind,356006,tg,500025,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,HomeFurnishing****,HelmetAndRidingGear**,Help Centre,Direct,INACTIVE,0,5,6,185,0,2,2,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,geo_city_NA,usa,geo_dma_NA,or,geo_zip_NA,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,Laptops:AGB Tiara Core i7 7th Gen - ****,Laptops,FLIPKART:Product Page,CLP,NON_LOGGED_IN,0,5,6,185,0,9,16,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,IP Address Only,Other Web Sites,coimbatore****,ind,356007,tn,680001****,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,Cart****,View Cart,Cart,AS_QueryStore_HistoryAutoSuggest_0_0**,INACTIVE,0,5,6,185,0,15,16,3
Google Chrome 75,24,JS-1.5.1,Mobile Carrier,Commercial (mostly U.S.),Other Web Sites,lucknow,ind,356010,up,226016**,1,1.6,b'English (United States)',0,0,Windows 7,0,Y,ExerciseAndFitness****,ExerciseAndFitness****,PRODUCT,HP Banner,INACTIVE,0,5,6,185,0,2,5,6
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,sanad****,ind,0,or,781011****,1,1.6,b'English (United States)',2,0,Windows 7,0,Y,Search :Audio & Video**,Search**,FLIPKART:Product Page,Browse,ACTIVATE_ELIGIBLE,0,5,6,185,0,9,9,3
Google Chrome 75,24,JS-1.5.1,LAN/Wifi,Commercial (mostly U.S.),Other Web Sites,chennai,ind,356007,tn,600010****,1,1.6,b'English (United States)',0,0,Windows 10,0,Y,Mobile**,Mobile,FLIPKART:Product Page,Browse,INACTIVE,0,5,6,70,0,9,16,2
